item,joke,embedding
10,"
Q. What do a hurricane, a tornado, and a redneck
divorce all have in common? <P>
A. Someone's going to lose their trailer...
","[ 1.0823850e-03  1.1953523e-03 -1.5934509e-03 -4.4528008e-04
  1.7504763e-03  1.6193159e-03 -1.6893698e-03 -1.7491715e-03
  4.6014441e-03  5.4312088e-03 -2.0140689e-03  2.9141020e-03
  1.7194659e-03  1.6061785e-03 -3.8528119e-03 -1.9961438e-04
  1.6271977e-03  9.3496003e-04 -5.5398926e-04 -1.7538610e-03
  1.7550623e-03  1.1089972e-03  1.3697186e-03 -1.5912363e-03
  4.3991453e-04 -2.1978910e-03  3.2499705e-03 -2.3611058e-03
 -4.7455728e-04  4.9746418e-03 -7.7096623e-04  9.5001538e-04
 -4.1808584e-03 -2.3856889e-03 -4.4623534e-03 -5.8411702e-04
 -1.7545727e-03 -1.8567176e-03  5.6253013e-04 -4.5500681e-04
  6.9182061e-05  4.1849362e-03  1.3262108e-03  2.5873508e-03
  2.1215063e-03  9.7398867e-04  2.0063864e-03  1.5415681e-03
  1.3740275e-03  2.4721269e-03 -2.8113115e-03  4.2745350e-03
 -2.5905760e-03  1.4764437e-03 -2.8196448e-03  8.2275510e-05
 -8.7399443e-04  2.1177535e-04  1.3247790e-03  2.2467552e-03
 -5.1914883e-04  2.6193201e-03  3.6626817e-03  1.3333560e-03
 -1.1865126e-03  1.7607359e-03 -3.5499167e-03  1.5816712e-03
  2.7679023e-03  1.7238280e-04 -2.7969871e-03  5.0601183e-04
 -5.6820811e-04 -6.1858661e-04 -4.2433511e-03 -1.1805298e-03
  4.2548198e-03  1.6803620e-03  2.9211906e-03 -5.2420073e-04
 -1.7938559e-03  1.4648571e-03  1.2731751e-03 -1.9211638e-03
 -8.0672704e-04 -2.4885510e-03  1.0061139e-03  2.5060577e-03
 -1.4110246e-03 -8.5866300e-04  2.9655606e-03 -1.3763232e-05
  7.1752020e-03 -3.4064616e-03 -1.1503088e-03 -3.4904934e-03
 -1.1243386e-03  3.5338323e-03 -2.3686598e-04  6.7642634e-04]"
11,"
A guy stood over his tee shot for what seemed an eternity, looking up, looking down, measuring the distance,
figuring the wind direction and speed. Driving his partner nuts.
<P>
Finally his exasperated partner says, ""What the hell is taking so long? Hit the goddamn ball!""
The guy answers, ""My wife is up there watching me from the clubhouse. I want to make this a perfect shot.""
""Well, hell, man, you don't stand a snowball's chance in hell of hitting her from here!"" 
","[ 8.1607862e-04  1.7380820e-03 -1.5705710e-03 -1.7582889e-04
  1.5495995e-03  2.2462001e-03 -1.2561065e-03 -1.2411865e-03
  3.9516799e-03  4.7610914e-03 -1.3967663e-03  2.7746547e-03
  1.8304528e-03  1.8886516e-03 -3.8060977e-03 -2.9159468e-04
  1.4306380e-03  1.1868426e-03 -3.3077952e-06 -2.0752957e-03
  1.2525913e-03  1.5533996e-03  1.5815111e-03 -1.4744627e-03
  1.6864146e-04 -2.0621754e-03  2.6976094e-03 -1.8694557e-03
 -3.7256873e-04  4.9262308e-03 -9.6838403e-04  7.5862173e-04
 -4.0306477e-03 -2.7468663e-03 -3.9023070e-03 -3.4493985e-04
 -1.5861428e-03 -2.6198518e-03  2.8406208e-05 -1.1347155e-03
  6.8697176e-04  3.7941819e-03  9.5538661e-04  2.5072549e-03
  1.7889912e-03  8.4287982e-04  2.0127720e-03  1.1751043e-03
  1.0868134e-03  1.9397628e-03 -2.6810921e-03  4.3168017e-03
 -2.6832304e-03  1.7778955e-03 -2.5685038e-03 -3.3168361e-04
 -1.0886093e-03  6.9464656e-04  1.7163185e-03  2.0100912e-03
 -9.4110426e-04  2.1181649e-03  3.1854764e-03  9.7381586e-04
 -7.1655202e-04  1.3401192e-03 -3.1824633e-03  2.0790834e-03
  2.3027339e-03  8.5234537e-04 -3.4755869e-03  8.2647894e-04
 -5.1052566e-04 -2.8227337e-04 -3.6704317e-03 -1.6674348e-03
  3.7226304e-03  1.9381433e-03  2.1770543e-03 -5.5971497e-05
 -2.0324031e-03  1.5383232e-03  1.4174250e-03 -1.3934320e-03
 -8.3570427e-04 -1.8887825e-03  1.0735631e-03  1.5035761e-03
 -1.6696025e-03 -8.3517923e-04  3.2971026e-03  4.8069740e-04
  6.5372060e-03 -3.2267661e-03 -1.3226267e-03 -3.4898976e-03
 -1.2216894e-03  2.9564823e-03 -6.6181627e-04  3.3158943e-04]"
12,"
They asked the Japanese visitor if they have elections in his
country.  <BR><BR>
""Every Morning"" he answers.
","[ 4.3449027e-04  1.2386253e-03 -1.0585882e-03 -3.7328125e-04
  1.7626295e-03  1.3715208e-03 -8.6960208e-04 -9.4511011e-04
  3.2732352e-03  4.0856353e-03 -1.1717860e-03  2.6647581e-03
  1.5828274e-03  1.7412020e-03 -3.5350886e-03 -6.4535753e-04
  1.2944500e-03  1.4481082e-03  4.6055517e-05 -1.8275360e-03
  7.7288062e-04  1.8188056e-03  1.6810087e-03 -1.4975017e-03
  5.0033984e-04 -1.9517277e-03  2.3857544e-03 -1.9916869e-03
  2.0334838e-04  4.6145427e-03 -9.6581352e-04  7.4236444e-04
 -3.2177097e-03 -2.4205516e-03 -3.3492579e-03 -2.0763434e-04
 -1.0756304e-03 -2.3175012e-03 -5.6249064e-06 -1.1047599e-03
  3.1471881e-04  3.0023111e-03  8.9141622e-04  2.4504261e-03
  1.3763183e-03  6.0386438e-04  1.9705717e-03  8.6414668e-04
  9.7731443e-04  1.7679592e-03 -2.7069696e-03  3.8759019e-03
 -2.7451916e-03  1.7776487e-03 -2.2441631e-03 -4.1508288e-04
 -8.5952721e-04  5.8833783e-04  1.5160692e-03  2.0601372e-03
 -1.1639667e-03  2.1115346e-03  2.9970577e-03  9.5485302e-04
 -6.7809166e-04  8.9843920e-04 -2.5778553e-03  1.7637435e-03
  1.9509182e-03  8.6584844e-04 -2.9515885e-03  3.2295461e-04
 -1.5271602e-04 -1.5092164e-04 -3.1837812e-03 -1.0620152e-03
  3.3228069e-03  2.0625780e-03  1.8491495e-03  2.9329539e-04
 -2.0893221e-03  1.3266060e-03  1.0839812e-03 -1.0424051e-03
 -7.5891824e-04 -1.6282271e-03  1.0320859e-03  1.2736997e-03
 -1.5915020e-03 -7.6839584e-04  3.0377468e-03  1.6542488e-04
  5.7419757e-03 -2.7919086e-03 -1.3670987e-03 -3.0652578e-03
 -9.6093287e-04  2.9493473e-03 -5.3480017e-04 -1.3986987e-04]"
13,"
The father was very anxious to marry off his only daughter so he wanted 
to impress her date. ""Do  you like to screw,"" he says. ""Huh"" replied the 
surprised first date. ""My daughter she loves to screw and she's good at it, 
you and her  should go screw,"" carefully explained the father. Now very 
interested the boy replied, ""Yes, sir."" Minutes later the girl came down 
the stairs, kissed her father goodbye and the couple left. After only a 
few minutes she reappeared, furious, dress torn, hair a mess and screamed
""Dammit, Daddy, it's the TWIST, get it straight!"" 
","[ 4.41392302e-04  1.41822663e-03 -1.75132114e-03 -1.86677396e-04
  1.80649920e-03  2.25170050e-03 -1.17658940e-03 -1.26538228e-03
  4.21895506e-03  4.84600198e-03 -1.42138044e-03  2.86831008e-03
  1.75206317e-03  2.10194988e-03 -4.00520768e-03 -3.30554700e-04
  1.36707909e-03  1.22467487e-03 -2.98297964e-04 -2.07080855e-03
  1.32142298e-03  1.57042185e-03  1.72149739e-03 -1.59075088e-03
  1.81012569e-04 -2.06682505e-03  2.69634486e-03 -2.00538500e-03
 -1.02354796e-04  5.10649290e-03 -9.75226285e-04  6.60864811e-04
 -4.24676528e-03 -2.69132038e-03 -4.03765682e-03 -1.84390956e-04
 -1.49488938e-03 -2.54581706e-03 -1.11871559e-04 -1.21007988e-03
  4.23321384e-04  3.96820158e-03  7.58094422e-04  2.76548322e-03
  1.55444292e-03  7.44854740e-04  1.92404026e-03  1.00543199e-03
  1.29446166e-03  1.83971354e-03 -2.76026432e-03  4.35839919e-03
 -2.86773918e-03  1.87018246e-03 -2.43182434e-03 -4.41700889e-04
 -1.02514052e-03  8.31427751e-04  1.73320319e-03  2.17527477e-03
 -1.11304352e-03  2.19988823e-03  3.31196282e-03  9.19896120e-04
 -7.42982433e-04  1.32508064e-03 -3.33056436e-03  2.00649491e-03
  2.18380499e-03  8.26500705e-04 -3.47963767e-03  6.54925883e-04
 -5.33029903e-04 -1.74424189e-04 -3.94617254e-03 -1.60143152e-03
  3.91476322e-03  1.94173423e-03  2.25798413e-03 -8.18026529e-05
 -2.13762326e-03  1.63827336e-03  1.58422557e-03 -1.16431096e-03
 -8.51619639e-04 -2.06381478e-03  9.40248952e-04  1.67957565e-03
 -1.74667942e-03 -8.79534695e-04  3.58484592e-03  3.52528092e-04
  6.69624005e-03 -3.31035443e-03 -1.36980915e-03 -3.43405758e-03
 -1.09706947e-03  3.12944502e-03 -7.15685659e-04  3.76977114e-04]"
14,"
Q:  What did the blind person say when given some matzah?
<BR><BR>
A:  Who the hell wrote this?
","[ 0.00044344  0.00208659 -0.00132249 -0.00057871  0.00157279  0.0020512
 -0.00098535 -0.00106695  0.00383788  0.00418134 -0.0010866   0.00297159
  0.00217789  0.00209588 -0.00380286 -0.00041081  0.00138292  0.00110545
 -0.00015595 -0.00208118  0.00122198  0.00151233  0.00178645 -0.00130547
  0.00021136 -0.00237418  0.00219628 -0.00172611 -0.00011297  0.00472733
 -0.00093203  0.00046985 -0.00404663 -0.00268575 -0.00352519 -0.00027539
 -0.00141521 -0.00270507 -0.00034812 -0.00140451  0.00061009  0.00358069
  0.00092616  0.00233437  0.00201319  0.00088005  0.00191582  0.00095935
  0.00108037  0.00154572 -0.00212717  0.0040533  -0.00306121  0.00195696
 -0.00203303 -0.00053172 -0.00092244  0.0008635   0.00191711  0.00170769
 -0.00095468  0.00194444  0.0034062   0.0006581  -0.00085648  0.00158282
 -0.00328967  0.00187825  0.00209837  0.00097182 -0.00328977  0.00057547
 -0.00034235 -0.000371   -0.00351431 -0.00149956  0.00362064  0.00201153
  0.00209012  0.00014254 -0.00209636  0.00150663  0.0015419  -0.00133626
 -0.00057757 -0.00162068  0.00095067  0.00131475 -0.00206193 -0.00064158
  0.00352404  0.00036159  0.00631232 -0.00308189 -0.00114458 -0.00325985
 -0.00102177  0.00304157 -0.00086267  0.00023151]"
15,"
Q. What is orange and sounds like a parrot?  <BR><BR>

A. A carrot.
","[ 1.08590233e-03  1.13618386e-03 -1.55219296e-03 -8.66406626e-05
  1.07861136e-03  1.61206664e-03 -1.17224001e-03 -1.02314795e-03
  3.46934469e-03  3.78838391e-03 -9.97009804e-04  2.63663009e-03
  9.66662134e-04  1.23934471e-03 -2.51328782e-03 -4.99838439e-04
  1.15312845e-03  4.95472224e-04 -5.08582336e-04 -1.33250176e-03
  1.16251886e-03  1.58646435e-03  1.62953942e-03 -6.47192297e-04
  1.20034441e-04 -1.13930204e-03  2.57005449e-03 -1.61214534e-03
 -9.38149053e-04  3.69698787e-03 -8.48471391e-05  9.87154664e-04
 -2.92480132e-03 -1.94766046e-03 -3.61361005e-03 -3.99934535e-04
 -1.23202230e-03 -1.89218216e-03  4.95351618e-04 -6.04408444e-04
 -5.60315925e-07  3.17622814e-03  9.29511210e-04  1.98397832e-03
  1.63963553e-03  1.26627961e-03  1.26732443e-03  1.25110219e-03
  9.96009680e-04  1.83356006e-03 -1.94356102e-03  3.31168110e-03
 -1.78299728e-03  5.54705097e-04 -1.97200058e-03  7.07240542e-06
 -1.03305676e-04  1.84538076e-04  1.29056908e-03  1.31357915e-03
 -2.75845785e-04  1.36719528e-03  3.04002361e-03  1.25114201e-03
 -7.99794565e-04  1.31886569e-03 -2.29883520e-03  1.50605524e-03
  2.10778555e-03  1.02084960e-04 -2.26116553e-03  7.96434062e-04
  3.56733071e-05 -2.50182609e-04 -2.78583379e-03 -1.03915029e-03
  2.87177740e-03  1.15422613e-03  2.25705677e-03 -2.10136554e-04
 -1.00084045e-03  1.10966316e-03  7.46856444e-04 -9.77460877e-04
 -4.21061588e-04 -1.47175347e-03  4.20744967e-04  1.17137411e-03
 -7.82393327e-04 -6.89614913e-04  2.45099096e-03  2.17588837e-04
  5.06645394e-03 -1.86038448e-03 -7.19790289e-04 -2.91417330e-03
 -6.48205401e-04  2.51070550e-03 -1.54955778e-04  6.58252626e-04]"
16,"
How many men does it take to screw in a light bulb? 
<P>
One...men will screw anything. 
","[ 7.1623101e-04  1.3614238e-03 -1.3763367e-03  8.0575293e-05
  1.8200177e-03  1.8454574e-03 -1.4214999e-03 -1.1673205e-03
  3.6689276e-03  4.7816928e-03 -1.6002906e-03  2.2578775e-03
  1.3627430e-03  1.8000018e-03 -3.5509677e-03 -6.7777408e-05
  1.3458994e-03  9.4130746e-04 -2.5446209e-04 -1.9777548e-03
  1.3004206e-03  8.4349932e-04  1.7373902e-03 -1.3662510e-03
  3.7769292e-05 -2.0946520e-03  2.4386554e-03 -1.7327883e-03
  3.5932433e-05  4.6178745e-03 -5.7299942e-04  5.4260064e-04
 -3.4711899e-03 -2.0616821e-03 -3.8469653e-03 -1.2238964e-04
 -1.4400879e-03 -1.7095087e-03  2.2866980e-04 -6.5210921e-04
  3.7416234e-04  3.4804060e-03  1.1688907e-03  2.5645453e-03
  1.4622509e-03  7.5564883e-04  1.7866308e-03  1.3824285e-03
  8.7290199e-04  1.7687097e-03 -2.4555703e-03  4.1500200e-03
 -2.3207415e-03  1.5254170e-03 -2.0580583e-03  1.2338555e-05
 -7.0475106e-04  3.8193478e-04  1.1514049e-03  2.0535423e-03
 -7.4345694e-04  2.2380105e-03  2.7654802e-03  9.4425818e-04
 -9.0158597e-04  1.1238994e-03 -3.1299731e-03  1.5413713e-03
  2.0205877e-03  7.6701294e-04 -3.0023349e-03  2.7557826e-04
 -6.5909862e-04 -2.9543340e-05 -3.5406852e-03 -1.3672349e-03
  3.9595324e-03  1.8190711e-03  2.2279695e-03 -1.5997379e-04
 -2.0928055e-03  1.3944641e-03  1.2573168e-03 -1.3786636e-03
 -1.1552195e-03 -1.6662079e-03  5.8978016e-04  2.0135168e-03
 -1.4586988e-03 -9.0490666e-04  2.8158624e-03  3.8912603e-05
  6.2241419e-03 -2.9130336e-03 -1.0455385e-03 -2.9225575e-03
 -1.0195060e-03  2.9663628e-03 -4.0594419e-04  2.9528741e-04]"
17,"
A dog walks into Western Union and asks the clerk to send a telegram. He fills out a form on which he
writes down the telegram he wishes to send: ""Bow wow wow, Bow wow wow.""
<P>
The clerk says, ""You can add another 'Bow wow' for the same price.""
<P>
The dog responded, ""Now wouldn't that sound a little silly?"" 
","[ 5.1018654e-04  1.3821502e-03 -1.4334176e-03 -3.3994240e-04
  1.8028145e-03  1.7840954e-03 -1.1691364e-03 -1.2295910e-03
  4.0456285e-03  4.5795152e-03 -1.3671487e-03  2.6226542e-03
  1.6798171e-03  1.7006118e-03 -3.7405547e-03 -1.7408234e-04
  1.3215209e-03  9.7404211e-04 -2.7525018e-04 -1.7628106e-03
  1.2292557e-03  1.3211196e-03  1.4631842e-03 -1.5109177e-03
  3.5580568e-04 -1.9727608e-03  2.6996080e-03 -1.8875086e-03
 -2.3007936e-04  4.7561545e-03 -8.9844782e-04  6.2486139e-04
 -3.9899577e-03 -2.3356455e-03 -3.8113012e-03 -2.8008886e-04
 -1.3859353e-03 -2.1486036e-03  5.7255362e-05 -9.5758057e-04
  3.4858444e-04  3.5843598e-03  9.0303813e-04  2.4681471e-03
  1.6413910e-03  8.6269778e-04  1.9246098e-03  1.1454533e-03
  1.0557551e-03  1.8107771e-03 -2.6659810e-03  3.9636637e-03
 -2.6145619e-03  1.5346167e-03 -2.4567689e-03 -1.5328135e-04
 -8.5938792e-04  6.4012507e-04  1.4518598e-03  2.0040600e-03
 -8.2511280e-04  2.1454380e-03  3.0331553e-03  1.0842599e-03
 -9.2539075e-04  1.2743190e-03 -3.2162897e-03  1.7767674e-03
  2.2331283e-03  5.8342988e-04 -3.0148951e-03  5.8082928e-04
 -4.0219058e-04 -3.5976036e-04 -3.7113507e-03 -1.5495619e-03
  3.6224651e-03  1.8841926e-03  2.2524588e-03 -2.1251349e-04
 -1.8386919e-03  1.4446034e-03  1.2577359e-03 -1.4193950e-03
 -8.6747640e-04 -1.9396991e-03  9.8815071e-04  1.6465371e-03
 -1.3043518e-03 -7.4736349e-04  3.0506758e-03  4.4461319e-04
  6.2486161e-03 -3.1416209e-03 -1.2378566e-03 -3.2045338e-03
 -9.5742149e-04  2.9953960e-03 -6.3523598e-04  3.9547426e-04]"
18,"
Q: If a person who speaks three languages is called ""tri-lingual,"" and
a person who speaks two languages is called ""bi-lingual,"" what do call
a person who only speaks one language?
<P>
A: American! 
","[ 7.2021404e-04  9.4931806e-04 -8.8591949e-04  3.1543717e-05
  6.5787055e-04  1.2318167e-03 -6.0356670e-04 -8.0086582e-04
  2.1991064e-03  2.4235852e-03 -5.9764081e-04  1.4633024e-03
  9.2723517e-04  1.1816245e-03 -2.0896925e-03 -3.6136829e-04
  9.4351987e-04  2.9560513e-04 -7.4609920e-06 -1.0181828e-03
  7.8133255e-04  1.1124185e-03  6.6942460e-04 -6.6833204e-04
 -3.0895034e-04 -7.3232612e-04  9.7791757e-04 -1.2264634e-03
 -6.0830684e-04  2.4478754e-03 -8.7356966e-05  3.5729047e-04
 -1.8601695e-03 -1.0692040e-03 -2.1114175e-03  1.0019412e-05
 -9.3436538e-04 -1.0873957e-03  1.0309212e-04 -3.8692984e-04
  4.3050444e-04  1.6284232e-03  4.9375126e-04  1.1171337e-03
  1.2022831e-03  5.3379236e-04  7.7909970e-04  5.6942709e-04
  3.1525377e-04  8.6514611e-04 -1.5130157e-03  2.1747183e-03
 -1.4924003e-03  6.7474419e-04 -1.3935043e-03 -2.5395941e-04
 -4.0565728e-04  3.2825553e-04  1.1177660e-03  1.1542263e-03
  2.5822964e-04  1.2038383e-03  1.9172764e-03  7.8375562e-04
 -3.1673888e-04  6.3772761e-04 -1.5302241e-03  1.1946824e-03
  1.0693005e-03  5.0293875e-04 -1.5258691e-03  3.5983036e-04
 -1.5984583e-04 -4.3728924e-05 -1.9124191e-03 -7.0089271e-04
  1.8003623e-03  6.6146487e-04  1.3154859e-03 -2.5980051e-05
 -6.2619022e-04  6.3344161e-04  4.6052452e-04 -8.3600171e-04
 -3.4517804e-04 -9.1091992e-04  5.9381319e-04  1.0890766e-03
 -1.0514640e-03 -5.7559047e-04  1.3370718e-03  2.3137033e-04
  3.2875652e-03 -1.2809550e-03 -3.5687306e-04 -1.5871872e-03
 -4.7432986e-04  1.6995680e-03 -4.1542880e-04  5.5529602e-04]"
19,"
What's the difference between a MacIntosh and an
Etch-A-Sketch? 
<P>
You don't have to shake the Mac to clear the screen. 
","[ 9.0257404e-04  2.4958523e-03 -2.1628020e-03 -6.7685905e-04
  2.5468790e-03  3.2547638e-03 -1.7774090e-03 -1.9773587e-03
  6.1301170e-03  6.8072276e-03 -2.0854142e-03  4.0157745e-03
  2.6837469e-03  2.9317751e-03 -5.5246181e-03 -4.2700247e-04
  2.3817613e-03  1.8084235e-03 -6.0294673e-04 -2.8425560e-03
  2.0436526e-03  2.5121493e-03  2.4629883e-03 -2.3000045e-03
  5.5218500e-04 -3.1099503e-03  3.7352734e-03 -2.8063287e-03
 -2.4139268e-04  7.3887473e-03 -1.4756856e-03  8.0952246e-04
 -6.1050542e-03 -3.7192996e-03 -5.8949552e-03 -2.1322754e-04
 -2.3819003e-03 -3.3852763e-03  3.8832077e-06 -1.5047848e-03
  4.1279499e-04  5.6178309e-03  1.2322210e-03  3.8464437e-03
  2.5739109e-03  1.0578346e-03  2.9407290e-03  1.7183737e-03
  1.5743903e-03  2.7442938e-03 -3.9958055e-03  6.0664462e-03
 -3.9345259e-03  2.5933878e-03 -3.5812524e-03 -2.6294880e-04
 -1.5820644e-03  1.1613832e-03  2.2042159e-03  3.1085445e-03
 -1.4352945e-03  3.2833058e-03  4.8047858e-03  1.3339496e-03
 -1.0475430e-03  2.1441295e-03 -5.0620679e-03  2.7063382e-03
  3.2982901e-03  1.0785714e-03 -4.6676300e-03  9.4198447e-04
 -9.2143781e-04 -1.7030376e-04 -5.5818437e-03 -2.5347259e-03
  5.4348256e-03  2.5108750e-03  3.2983385e-03 -3.0603894e-04
 -3.1664472e-03  2.2633953e-03  2.0387904e-03 -1.8339861e-03
 -1.1786597e-03 -2.9394566e-03  1.4900060e-03  2.5064780e-03
 -2.4593254e-03 -9.3937089e-04  4.9850331e-03  5.4350519e-04
  9.8136887e-03 -4.8047891e-03 -1.9262498e-03 -4.9108439e-03
 -1.5108834e-03  4.5618843e-03 -1.1811205e-03  3.4223625e-04]"
20,"
What's the difference between a used tire and 365 used condoms?<P>

One's a Goodyear, the other's a great year.
","[ 1.1452474e-03  1.2522556e-03 -2.0188023e-03 -8.9261984e-04
  2.0370698e-03  1.9477896e-03 -1.9749971e-03 -2.1734780e-03
  5.7205744e-03  6.1547020e-03 -2.3285267e-03  3.2656407e-03
  2.1545051e-03  1.9267475e-03 -4.8658643e-03 -5.7907408e-05
  2.1121700e-03  1.1698778e-03 -9.0310507e-04 -2.3246314e-03
  1.8456368e-03  1.6675885e-03  1.7861167e-03 -1.3753674e-03
  3.2583915e-04 -2.7031293e-03  3.2865638e-03 -3.0762407e-03
 -9.1597956e-04  6.1355829e-03 -1.0057830e-03  1.2943844e-03
 -5.3117466e-03 -2.9785789e-03 -5.4306206e-03 -6.0510886e-04
 -2.2894680e-03 -2.5029841e-03  4.1954254e-04 -8.6030684e-04
  8.8843248e-05  4.9833413e-03  1.1032157e-03  3.0292762e-03
  2.2666838e-03  1.3263994e-03  3.0316785e-03  1.8548300e-03
  1.5642802e-03  2.7588631e-03 -3.3374738e-03  5.0065923e-03
 -2.9204045e-03  1.7565598e-03 -3.8217651e-03  6.8276197e-05
 -9.3792874e-04  2.3402965e-04  1.7811046e-03  2.0824210e-03
 -7.3857111e-04  3.1611202e-03  4.3171807e-03  1.5887609e-03
 -1.5865435e-03  1.8010320e-03 -4.6283994e-03  2.2685672e-03
  3.2770860e-03  3.8464778e-04 -3.3388303e-03  9.8328060e-04
 -2.9170586e-04 -9.1568183e-04 -5.1645902e-03 -1.6441178e-03
  5.3149620e-03  2.2205412e-03  3.1331794e-03 -6.8035128e-04
 -1.9656816e-03  1.7126455e-03  1.2157463e-03 -2.0996591e-03
 -1.1291213e-03 -2.8637378e-03  1.2352691e-03  2.6189648e-03
 -1.5617860e-03 -1.2398217e-03  3.5992807e-03  3.2772956e-04
  8.4373821e-03 -4.2256899e-03 -1.3521173e-03 -4.2601656e-03
 -1.3729809e-03  4.2664493e-03 -3.1720553e-04  8.7512832e-04]"
21,"
A duck walks into a pharmacy and asks for a condom. The pharmacist says
""Would you like me to stick that on your bill?""
The duck says: <P>
""What kind of duck do you think I am!""
","[ 6.0134515e-04  1.3063730e-03 -1.4908371e-03 -3.5304279e-04
  1.8391666e-03  2.1270756e-03 -1.1483943e-03 -1.2387781e-03
  4.4562817e-03  4.9555413e-03 -1.3661687e-03  3.2414251e-03
  1.7304568e-03  2.0176105e-03 -3.8900962e-03  7.6721073e-05
  1.4756699e-03  8.5870561e-04 -1.8410120e-04 -2.0331733e-03
  1.6262087e-03  1.4741201e-03  1.4073623e-03 -1.6646395e-03
  5.1646447e-04 -1.8481222e-03  3.0984581e-03 -1.9609153e-03
 -1.5332362e-04  5.2743964e-03 -7.6639984e-04  6.4796355e-04
 -4.3982244e-03 -2.5477265e-03 -4.0944703e-03 -7.3042902e-05
 -1.4696177e-03 -2.4721373e-03  7.3794639e-05 -1.0402063e-03
  8.0928340e-04  4.1897330e-03  9.8618923e-04  2.7995983e-03
  1.9987051e-03  9.5088559e-04  1.9918527e-03  1.2224643e-03
  1.3561239e-03  1.8684384e-03 -2.7899076e-03  4.2699580e-03
 -3.0460916e-03  1.7777246e-03 -2.5997104e-03 -3.4046598e-04
 -7.6369091e-04  8.2239095e-04  1.6683174e-03  2.3291612e-03
 -1.3297747e-03  2.3641000e-03  3.4785925e-03  1.2290116e-03
 -1.0205237e-03  1.2119772e-03 -3.5617673e-03  2.1701760e-03
  2.4623468e-03  6.5823214e-04 -3.5339452e-03  7.4973254e-04
 -7.0860889e-04 -1.2932955e-04 -4.0754811e-03 -1.7966704e-03
  4.0937080e-03  1.8766075e-03  2.2946633e-03 -3.7901435e-04
 -1.8292567e-03  1.7271100e-03  1.2341978e-03 -1.6883780e-03
 -8.0181140e-04 -2.1556956e-03  1.1320298e-03  1.9044392e-03
 -1.4071694e-03 -7.8612374e-04  3.0588610e-03  3.6887176e-04
  6.9843708e-03 -3.5686598e-03 -1.5206442e-03 -3.7394438e-03
 -1.1374427e-03  3.1402986e-03 -3.7122876e-04  4.1560247e-04]"
22,"
Q: What is the Australian word for a boomerang that won't
   come back? <P>

A: A stick
","[ 9.4831310e-04  1.3023176e-03 -1.4973697e-03 -1.6893711e-04
  1.3192545e-03  1.7051984e-03 -1.3535641e-03 -1.0843185e-03
  3.8224661e-03  4.0032337e-03 -1.1612457e-03  2.5363499e-03
  1.4150676e-03  1.6722092e-03 -3.2003806e-03 -3.5051597e-04
  1.4704523e-03  9.0604357e-04 -5.1815039e-04 -1.7300944e-03
  1.1901202e-03  1.5161891e-03  1.6042169e-03 -6.8953843e-04
  2.9733597e-04 -1.5900994e-03  2.5310174e-03 -1.8151775e-03
 -5.0100329e-04  4.2699603e-03 -4.0197669e-04  7.4137322e-04
 -3.2583894e-03 -2.3804780e-03 -3.7996215e-03 -3.2308922e-04
 -1.2798771e-03 -2.2108790e-03  2.5002583e-04 -8.7475736e-04
  6.5758628e-05  3.3450748e-03  1.1760392e-03  2.3052664e-03
  1.8240544e-03  8.4418280e-04  1.5163353e-03  1.1817686e-03
  8.3436363e-04  1.6636527e-03 -2.3692874e-03  3.7489375e-03
 -2.2142772e-03  1.0643057e-03 -2.1404540e-03 -2.0675664e-04
 -6.1209593e-04  2.7374641e-04  1.4781031e-03  1.6992899e-03
 -3.9323949e-04  1.7219663e-03  3.3308202e-03  1.4637080e-03
 -7.9517852e-04  1.2176936e-03 -2.5723765e-03  1.9142040e-03
  2.0824147e-03  3.6735163e-04 -2.9700403e-03  8.1332168e-04
  5.9171736e-05 -1.7260450e-04 -3.0065554e-03 -1.3455774e-03
  3.5306243e-03  1.5302040e-03  2.3644182e-03 -3.6704485e-05
 -1.4161484e-03  1.1126709e-03  9.3796186e-04 -1.2046399e-03
 -5.2970217e-04 -1.4567073e-03  5.9553748e-04  1.2025737e-03
 -1.0428523e-03 -8.4525195e-04  2.7934844e-03  5.6836224e-04
  5.7778475e-03 -2.1950565e-03 -8.0523500e-04 -3.2223421e-03
 -9.5871731e-04  2.8949894e-03 -4.9208757e-04  3.2771693e-04]"
